ID,Japanese,Correct,English,label
39,はひどい雨だから、もうしばらくここにおいでになった方がようでしょう。,It’s pouring down outside. I think it would be better to stay here a little longer.,you had better be here because of heavy rain outside.,101
40,この頃、天候が変わりやすい。,These days the weather is changeable. ,I think weather is changing reacentlly.,000
40,この頃、天候が変わりやすい。,These days the weather is changeable. ,"These days, climate frequently changes.",111
40,この頃、天候が変わりやすい。,These days the weather is changeable. ,"Recently, the weather is so changeable.",111
40,この頃、天候が変わりやすい。,These days the weather is changeable. ,"Recently, the weather changes easily.",111
40,この頃、天候が変わりやすい。,These days the weather is changeable. ,"Recently, It tend to chenge the weather.",010
41,梅雨に入ってからこの二週間近くも降ったりやんだりしている。,"Since the rainy season set in, it has been raining off and on for nearly two weeks.",It has been raining on and off for nearly two weeks since the rainy season began.,111
41,梅雨に入ってからこの二週間近くも降ったりやんだりしている。,"Since the rainy season set in, it has been raining off and on for nearly two weeks.",Rain sometimes in this two weeks ,101
41,梅雨に入ってからこの二週間近くも降ったりやんだりしている。,"Since the rainy season set in, it has been raining off and on for nearly two weeks.","Since rainy season came, it rains repeatedly for two weeks.",011
41,梅雨に入ってからこの二週間近くも降ったりやんだりしている。,"Since the rainy season set in, it has been raining off and on for nearly two weeks.",It rains and stop from enter the rainy season.,001
41,梅雨に入ってからこの二週間近くも降ったりやんだりしている。,"Since the rainy season set in, it has been raining off and on for nearly two weeks.","After entering the Tsuyu, the rain is started or stopped many times for two weeks.",101
42,今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,How would you like to go hiking in Okutama next Sunday if the weather is nice.,Shall we go to take hikking to Okutama if good weather next Sunday?,110
42,今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,How would you like to go hiking in Okutama next Sunday if the weather is nice.,Why don't we go hiking if the weather is fine this Sunday.,011
42,今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,How would you like to go hiking in Okutama next Sunday if the weather is nice.,"When it will be good weather, would you go hiking to Okutama next Sunday.",000
42,今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,How would you like to go hiking in Okutama next Sunday if the weather is nice.,May I go to the hiking in Okutama with you if the wether of the coming Sunnday is fine ?,010
42,今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,How would you like to go hiking in Okutama next Sunday if the weather is nice.,"When shall we do hiking next summer, it will be sunny.",000
43,天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,The weather repot says that the typhoon is going to hit the Kyusyu area around midnight.,Weather forecast says Typhoon will come near to Kyushu area in around midnighit tonight.  ,010
43,天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,The weather repot says that the typhoon is going to hit the Kyusyu area around midnight.,"According to forecast, the typhoon is approaching Kyushu-area around this midnight.",011
43,天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,The weather repot says that the typhoon is going to hit the Kyusyu area around midnight.,"According to the weather forecast, the tayhoon will reach the Kyushu-reagion aroud midnight.",100
43,天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,The weather repot says that the typhoon is going to hit the Kyusyu area around midnight.,"According to weather broadcast, typhoon is near resion in Kyusyu tonight.",011
43,天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,The weather repot says that the typhoon is going to hit the Kyusyu area around midnight.,The weather report says that the typhoon will arrive to Kyushu areas around the midnight tonight.,011
44,東京の気候は私の故郷よりもはるかに穏やかだ。,The climate in Tokyo is much milder than that in my hometown.,It Tokyo is better climet than my home country.,001
44,東京の気候は私の故郷よりもはるかに穏やかだ。,The climate in Tokyo is much milder than that in my hometown.,The climate of Tokyo is much milder than that of my hometown.,111
44,東京の気候は私の故郷よりもはるかに穏やかだ。,The climate in Tokyo is much milder than that in my hometown.,The climate in Tokyo is much milder than in my hometown.,111
44,東京の気候は私の故郷よりもはるかに穏やかだ。,The climate in Tokyo is much milder than that in my hometown.,The climate in Tokyo is milder than that is in my hometown.,111
44,東京の気候は私の故郷よりもはるかに穏やかだ。,The climate in Tokyo is much milder than that in my hometown.,The wether of Tokyo is more liveable than my local reagion.,000
45,今年の冬は例年になく雪が多い。,We’ve had more snow than usual this winter.,"This winter, we have much more snow than usual.",111
45,今年の冬は例年になく雪が多い。,We’ve had more snow than usual this winter.,This winter has a lot of snow.,101
45,今年の冬は例年になく雪が多い。,We’ve had more snow than usual this winter.,It unprecedentedly snows a lot this year.,111
45,今年の冬は例年になく雪が多い。,We’ve had more snow than usual this winter.,There is more snow this year than usual.,111
45,今年の冬は例年になく雪が多い。,We’ve had more snow than usual this winter.,This winter there are a lot of snow rather than other year.,011
46,こんなに大雪になったのは20年ぶりだ。,This is the heaviest snowfall we’ve had for the past twenty years.,It is heavy snow to become 20 years before.,101
46,こんなに大雪になったのは20年ぶりだ。,This is the heaviest snowfall we’ve had for the past twenty years.,It's been a 20 years since snowing such a lot.,011
46,こんなに大雪になったのは20年ぶりだ。,This is the heaviest snowfall we’ve had for the past twenty years.,"The heaviest snowfall in recent 20 years. 
 ",011
46,こんなに大雪になったのは20年ぶりだ。,This is the heaviest snowfall we’ve had for the past twenty years.,Such large snow is the first time after the large snow twenty years ago.,101
46,こんなに大雪になったのは20年ぶりだ。,This is the heaviest snowfall we’ve had for the past twenty years.,It have been very snow since 20 years.,010
47,道が混んでいてバスが予定より20分も遅れたものですから。,"The traffic was heavy, so my bus came twenty minutes late.",Because bus was late in 20minuites according to traffic jam. ,011
47,道が混んでいてバスが予定より20分も遅れたものですから。,"The traffic was heavy, so my bus came twenty minutes late.",The bus was 20 minutes late because the road was crowded.,111
47,道が混んでいてバスが予定より20分も遅れたものですから。,"The traffic was heavy, so my bus came twenty minutes late.","Because of the heavy traffic, the bus was late 20 minites as it scheduled.",101
47,道が混んでいてバスが予定より20分も遅れたものですから。,"The traffic was heavy, so my bus came twenty minutes late.",Because the bus was delayed for 20 minitues by the road traffic.,100
47,道が混んでいてバスが予定より20分も遅れたものですから。,"The traffic was heavy, so my bus came twenty minutes late.",Because of crowding a way ,000
48,私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,"I have been driving for almost thirty years, but fortunately I have never had an accident.","I have never ever no accident, even thought I have taking car 30 yarys.",000
48,私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,"I have been driving for almost thirty years, but fortunately I have never had an accident.","I have been driving a car almost for thirty years, but I have no car accidents fortunately.",011
48,私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,"I have been driving for almost thirty years, but fortunately I have never had an accident.",I fortunately haven't got a car accident for 30 years since I started driving a car.,011
48,私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,"I have been driving for almost thirty years, but fortunately I have never had an accident.","I have been driving almost 30years, fortunatery I have never had traffic accidents.",010
48,私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,"I have been driving for almost thirty years, but fortunately I have never had an accident.","I've been driving a car for almost 30 years, and fortunately I've never had an accident.",011
49,幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I was shocked at how a small child was run over by a truck at this corner.,I had shocked to see the nursery kid had bump of truck this trrafic jam this street.,000
49,幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I was shocked at how a small child was run over by a truck at this corner.,I was shocked that I bumped into the accident which a track drove away a kindergarden student on the cross road in this street.,000
49,幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I was shocked at how a small child was run over by a truck at this corner.,I was shocked I saw a Kindergarten  child was hit by the track the intersection of this street.,011
49,幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I was shocked at how a small child was run over by a truck at this corner.,I was very shocked to see that the truck went over the child at the crossroad of this street. ,111
49,幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I was shocked at how a small child was run over by a truck at this corner.,I was shocked that younger child attacked by track closs road of the way .,000
50,もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,"If he had been on the train, he would have been in the accident.","It shoud make accident, if he were to ride on that train.",000
50,もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,"If he had been on the train, he would have been in the accident.","If he had taken the train, he would have been involved in an accident.",111
50,もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,"If he had been on the train, he would have been in the accident.","If he was on the train, he would have been in the accident.",111
50,もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,"If he had been on the train, he would have been in the accident.",If he took the train he would got involved in an accident. ,011
50,もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,"If he had been on the train, he would have been in the accident.","If he ride the train, he might have been involved in the accident.",011
51,東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It would take a whole day to get to Osaka from Tokyo by car, but only an hour by plane.","It takes one day to go Osaka from Tokyo by car, but one hour by airplane.",011
51,東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It would take a whole day to get to Osaka from Tokyo by car, but only an hour by plane.","It takes a whole day from Tokyo to Osaka by car, but it takes an hour by airplane.",111
51,東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It would take a whole day to get to Osaka from Tokyo by car, but only an hour by plane.","It takes a day from Tokyo to Osaka by car,it takes an hour by plane.",111
51,東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It would take a whole day to get to Osaka from Tokyo by car, but only an hour by plane.","It takes a day to go to Tokyo from Osaka by car,but it takes an hour by airplane.",101
51,東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It would take a whole day to get to Osaka from Tokyo by car, but only an hour by plane.",it cosy a day Tokyo to Osaka by car but a minutes by train.,000
52,電車もバスもすし詰めで、ずっと立ちっぱなしだった。,"Both the train and the bus were jam-packed, so I had to stand all the way.",I stood all the time because bus and train was very clowed.,000
52,電車もバスもすし詰めで、ずっと立ちっぱなしだった。,"Both the train and the bus were jam-packed, so I had to stand all the way.",The trains and buses were so crowded that I have to stand the whole time.,101
52,電車もバスもすし詰めで、ずっと立ちっぱなしだった。,"Both the train and the bus were jam-packed, so I had to stand all the way.","Because both the train and the bus were crowded, I kept standing all the time.",010
52,電車もバスもすし詰めで、ずっと立ちっぱなしだった。,"Both the train and the bus were jam-packed, so I had to stand all the way.",I stood for a long time because the train or the bus was very crowdy.,110
52,電車もバスもすし詰めで、ずっと立ちっぱなしだった。,"Both the train and the bus were jam-packed, so I had to stand all the way.",I was standing all the time because train and bus crowded.,011
53,目的地に着いたときは、くたくただった。,I was tired out by the time I got to my destination.,"I was so tired,when I arrived at the my destination place.",011
53,目的地に着いたときは、くたくただった。,I was tired out by the time I got to my destination.,I was tired when I arrived at destination.,111
53,目的地に着いたときは、くたくただった。,I was tired out by the time I got to my destination.,I was very tired when I arrived at my goal.,111
53,目的地に着いたときは、くたくただった。,I was tired out by the time I got to my destination.,"When I arrived the destination, I was exhausted.",111
53,目的地に着いたときは、くたくただった。,I was tired out by the time I got to my destination.,I was very tired when I reached the objective place.,111
54,人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,Different people like different things. You can't tell what someone is interested in.,I have know idea people`s thinking are valious that hobby as well.,100
54,人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,Different people like different things. You can't tell what someone is interested in.,People have different ideas. You don't know who has what hobby.,111
54,人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,Different people like different things. You can't tell what someone is interested in.,Everyone has different thoughts. We wouldn't know what hobbies people have.,111
54,人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,Different people like different things. You can't tell what someone is interested in.,People have different thought. It is not predictable that indivisulas have what kind of hobby.,000
54,人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,Different people like different things. You can't tell what someone is interested in.,A person is diffirent from thinking.I do not know who have a hobby.,000
55,昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,That detective story was so good I couldn't put it down until two this morning.,"I have having over 2 o`clock, to make me fever reading scorrer novel last night.",000
55,昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,That detective story was so good I couldn't put it down until two this morning.,"I stayed up late until 2 a.m.last night,because I was so absorbed in that detective novel.",111
55,昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,That detective story was so good I couldn't put it down until two this morning.,I stayed away by 2am because I was into the mistery novel last night.,000
55,昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,That detective story was so good I couldn't put it down until two this morning.,I was absorbed in reading detective novels so I was up till 2am last night.,111
55,昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,That detective story was so good I couldn't put it down until two this morning.,"Last night, I was crazy for the cetective novel, so I stayed up late until 2 am.",110
56,今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,The novel I've just finished is the best one I've ever read.,no ambisious this nobel just mede to read even I have ever read books.,000
56,今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,The novel I've just finished is the best one I've ever read.,I've never been more impressed than the novels I've just read of all the books I've read.,111
56,今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,The novel I've just finished is the best one I've ever read.,This novel that I have just finished reading is the most impressive one among the others that I read so far,101
56,今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,The novel I've just finished is the best one I've ever read.,I have never been impressed so much by all the books I had ever read than the novel I've just finished reading.,011
56,今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,The novel I've just finished is the best one I've ever read.,"Among many books I have read, there is no impressive book rather than the novel which I have just finished reading.",111
57,本を読むには、積極的に想像力を働かさなければならないからです。,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.",To read book we must use imagination proactively.,011
57,本を読むには、積極的に想像力を働かさなければならないからです。,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.",It is because reading books requires an aggresive imagination.,110
57,本を読むには、積極的に想像力を働かさなければならないからです。,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.",Because you need to use your imagination when you read books.,101
57,本を読むには、積極的に想像力を働かさなければならないからです。,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.","To read a book, you need to use your imagination activetly.",000
57,本を読むには、積極的に想像力を働かさなければならないからです。,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.",To read a book must be imagine.,000
58,読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,We must not forget that reading is one of cultural heritage to teach the children.,111
58,読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,We shouldn't forget that reading book is one of the cultural heritages that we have to take over to our children.,111
58,読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,Don't forget reading books is part of cultural heritage we tell children.,111
58,読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,We remember the reading book is the one of the culture heritage which we have to tell our children.,011
58,読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,Reading a book ,000
59,ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It would be dangerous to drink two bottles of whiskey and drive a car.,It is very dengerous driving car after drinking 2 bottles vwisky.,000
59,ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It would be dangerous to drink two bottles of whiskey and drive a car.,It is dangerous to drive a car after you drink two bottles of whiskey.,111
59,ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It would be dangerous to drink two bottles of whiskey and drive a car.,It is dangerous to drive a car after drinking two bottles of whisky.,111
59,ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It would be dangerous to drink two bottles of whiskey and drive a car.,It is degerous to drive the car after drinking two bottles of the whiskey.,010
59,ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It would be dangerous to drink two bottles of whiskey and drive a car.,It is danger to drive a car opening two wiskey bottles.,010
60,日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to a cram school to prepare for college entrance exams.,Most Japanese high school students go to cram schools to prepare for college entrance exams.,111
60,日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to a cram school to prepare for college entrance exams.,Most of high school students in Japan go to Juku to prepare for entrance exam.,000
60,日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to a cram school to prepare for college entrance exams.,Many Japanese highschool students go to cram school to prepare for university entrance exams.,111
60,日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to a cram school to prepare for college entrance exams.,"Most Japanese high school students, they go to cram school to prepare for college entrance exam.",000
60,日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to a cram school to prepare for college entrance exams.,Most Japanese high school students go to cram schools to prepare for the university entrance exams.,111
61,列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,An elderly woman sitting next to me on the train asked me where I was going.,"I was asked next grandmother,""Where are you going to?"" on the train.",111
61,列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,An elderly woman sitting next to me on the train asked me where I was going.,I was asked by a elderly woman sitting next seat in the train where I was going to.,000
61,列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,An elderly woman sitting next to me on the train asked me where I was going.,"An old woman sitting next to me in a train, she asked me how far will yo go?",000
61,列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,An elderly woman sitting next to me on the train asked me where I was going.,I was asked where did you go by the old woman who sat down aside me.,111
61,列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,An elderly woman sitting next to me on the train asked me where I was going.,"I was asked a old mother who I was sitted side by side a train,she said where do you going?",000
62,大地震がいつどこで起こるのかは予測不可能だ。,It is impossible to predict where and when there will be a major earthquake.,It is noimpposibe to make big earthquork.,000
62,大地震がいつどこで起こるのかは予測不可能だ。,It is impossible to predict where and when there will be a major earthquake.,It is unexpected that in where big earthquakes occur,001
62,大地震がいつどこで起こるのかは予測不可能だ。,It is impossible to predict where and when there will be a major earthquake.,We don't know when and where the big earthquake will occur. ,101
62,大地震がいつどこで起こるのかは予測不可能だ。,It is impossible to predict where and when there will be a major earthquake.,It is not predicable when or where the earthquake occurs. ,110
62,大地震がいつどこで起こるのかは予測不可能だ。,It is impossible to predict where and when there will be a major earthquake.,It is not expect to cause a huge earthquick.,000
63,トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.",I was worried about that even Tom has made job.,000
63,トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.","Tom said that everything would be all right,but I was so nervous.",111
63,トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.","Tom said that he has confidence that everthing goes well, but I was worried so much.",111
63,トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.",Tom    everything will go well but I worried about that too much.,111
63,トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.","Even though Tom said there was no problem, I was very concerned.",101
64,僕の発言が彼女を傷つけるなんで思いもしなかった。,It never occurred to me that my remark might hurt her feelings.,"I had no idea,what I said hurt her.",111
64,僕の発言が彼女を傷つけるなんで思いもしなかった。,It never occurred to me that my remark might hurt her feelings.,I don't expected I hurt her with my comment .,011
64,僕の発言が彼女を傷つけるなんで思いもしなかった。,It never occurred to me that my remark might hurt her feelings.,I didn't even think that what I said hurts her feeling.,010
64,僕の発言が彼女を傷つけるなんで思いもしなかった。,It never occurred to me that my remark might hurt her feelings.,I didn't expect my comment might hurt her.,111
64,僕の発言が彼女を傷つけるなんで思いもしなかった。,It never occurred to me that my remark might hurt her feelings.,I never expected that my words hurt her.,111
65,大学を卒業したら海外で仕事を探すことに決めている。,I've decided to look for a job abroad when I graduate from college.,I have decided to srech for job in abroad after graduate to the Univercity.,000
65,大学を卒業したら海外で仕事を探すことに決めている。,I've decided to look for a job abroad when I graduate from college.,I decided to look for a job abroad after I graduate from college.,111
65,大学を卒業したら海外で仕事を探すことに決めている。,I've decided to look for a job abroad when I graduate from college.,I dicided when I graduate university  I will find a job overseas. ,010
65,大学を卒業したら海外で仕事を探すことに決めている。,I've decided to look for a job abroad when I graduate from college.,"When I graduate university,I will look for a job abroad.",011
65,大学を卒業したら海外で仕事を探すことに決めている。,I've decided to look for a job abroad when I graduate from college.,I decide to find a job when I will guraduate college.,000
66,10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I lived in Canada for three years because of my father's job.",111
66,10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,I lived in Canada for three years when I was in my teens because my father was transferred there.,I have lived in Canada in teenager because of my father's work.,001
66,10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was teenager, I had lived in Canada for three years due to my father's work.",111
66,10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I had lived in Canada for three years with my father's job ",111
66,10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I lived in Canada for three years because of my father's work.",111
67,インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","Because of internet, sales of personal computer is increasing in this several years .",000
67,インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","In addition to the spread of the Internet, the sales of PC have been increaseing rapidly in the past few years.",111
67,インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","With the spread of the Internet, sales of computer have been increasing dramatically in the past few days.",011
67,インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","In recent years, with the spread of the internet, sales of personal computers have increased rapidly.",111
67,インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","Latest years, sales of a computer suddenly incline by spending of internet.",001
68,今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.",111
68,今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find an empty seat.","When I take a train in this morning, I can't find vacant seat.",011
68,今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find an empty seat.","When I got on a train in this morning, I couldn't find an empty seat.",011
68,今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find an empty seat.","When I took the train this morning, I didn't find vacancy.",011
68,今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find a vacant seat.",111
69,今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"I'm not wearing glasses now, so I can't make out what the sign says.","I don't wear glasses now, so I don't understand what that sign says.",101
69,今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"I'm not wearing glasses now, so I can't make out what the sign says.",I can't understand the sign because I don't wear eyeglass.,100
69,今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"I'm not wearing glasses now, so I can't make out what the sign says.","Because I don't have my glasses now, I don't know what the poster says.",000
69,今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"I'm not wearing glasses now, so I can't make out what the sign says.","As I don't wear glasses now, I can't read what's on the sign.",100
69,今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"I'm not wearing glasses now, so I can't make out what the sign says.","Now I'm not wearing my glasses,so I can not understand what the sign says.",000
70,人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,Humans learn to express what they think by the age of five or six.,"Humans have the ability to express what they think,by five years to six years.",111
70,人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,Humans learn to express what they think by the age of five or six.,They have ability to express what they think in their age of 5 or 6.,000
70,人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,Humans learn to express what they think by the age of five or six.,All human-being acquires an ability to express what they think when 5 to 6 years old.,111
70,人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,Humans learn to express what they think by the age of five or six.,"Humans are around 5～6years old, they have the ability to express what they think.",111
70,人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,Humans learn to express what they think by the age of five or six.,"By the age of 5-6, humans will have the ability to express what they think.",111
71,先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map you drew me the other day, I managed to get here without getting lost.",I made it  for  your drawing  map.,000
71,先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map you drew me the other day, I managed to get here without getting lost.","Thanks to the map written the other day, I was able to come here.",101
71,先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map you drew me the other day, I managed to get here without getting lost.","Thanks to the map you wrote the other day, I could come here without getting lost.",111
71,先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map you drew me the other day, I managed to get here without getting lost.","Thanks to the map that you drew the other day,I could come here without hesitation.",111
71,先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map you drew me the other day, I managed to get here without getting lost.","I thanks to be drew a map,I could come here soon.",000
72,ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,"Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",I can't recognize Bob because of change when I met him in the class.,000
72,ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,"Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.","Bob changed a lot, so I didn't recognize him when seeing him in the previous lesson.",111
72,ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,"Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.","When I met Bob last class reunion, he changed a lot so I didn't recognize him .",101
72,ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,"Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.","Bob was so different ,I didn't realize him when I met him in the previous classroom.",101
72,ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,"Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",I do not know Bob after classroom because he is very change.,000
73,昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.","I have studied mas until 4 o`clock,I am verry sllepy.",000
73,昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.","I stayed up until 4 o'clock yesterday because I was busy preparing for math, so I'm very sleepy.",111
73,昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",I'm very sleepy because I stayed up until 4 o'clock to prepare math.,011
